Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,Children,total_spent,num_of_purchases,AcceptedCmp,Age,Family_Members,Joined_year,Joined_month,Days_Since_Enrollment,Marital_Status_Alone,Marital_Status_Together,Cluster_Label
1988,2.0,67546.0,90,3,0,0,0,2126.0,20.0,0,35.0,2,2012,8,828,0.0,1.0,1
1969,2.0,65176.0,57,6,0,0,1,1531.0,25.0,0,54.0,3,2012,10,769,0.0,1.0,1
1975,2.0,31160.0,59,8,0,0,1,64.0,7.0,0,48.0,2,2013,9,447,1.0,0.0,0
1985,1.0,29938.0,52,6,0,0,1,26.0,6.0,0,38.0,2,2013,10,406,1.0,0.0,0
1974,1.0,102692.0,5,2,0,1,0,1112.0,29.0,4,49.0,1,2013,5,582,1.0,0.0,3
1958,0.0,26490.0,92,6,0,0,0,210.0,11.0,0,65.0,2,2012,9,806,0.0,1.0,2
1967,1.0,75702.0,77,8,0,0,2,1148.0,26.0,0,56.0,4,2012,8,830,0.0,1.0,1
1974,2.0,30899.0,35,6,0,0,1,33.0,6.0,0,49.0,2,2012,10,785,1.0,0.0,0
1961,2.0,63342.0,48,6,0,0,1,1101.0,19.0,1,62.0,3,2012,10,782,0.0,1.0,1
1964,1.0,45989.0,97,3,0,0,1,322.0,16.0,0,59.0,2,2012,10,776,1.0,0.0,0
1964,1.0,18701.0,95,5,0,0,2,44.0,10.0,0,59.0,3,2013,4,610,1.0,0.0,0
1957,2.0,40737.0,24,8,0,0,3,17.0,4.0,0,66.0,4,2013,8,482,1.0,0.0,0
1979,1.0,15287.0,60,7,0,1,1,31.0,6.0,1,44.0,2,2012,10,788,1.0,0.0,0
1968,2.0,69674.0,46,5,0,0,2,845.0,25.0,0,55.0,3,2013,5,564,1.0,0.0,0
1970,2.0,44159.0,85,5,0,0,1,275.0,15.0,0,53.0,3,2014,6,173,0.0,1.0,2
1978,2.0,37717.0,31,9,0,0,1,25.0,4.0,0,45.0,3,2012,11,744,0.0,1.0,2
1952,2.0,43776.0,9,8,0,1,2,275.0,17.0,0,71.0,4,2013,3,645,0.0,1.0,2
1966,2.0,38179.0,30,7,0,0,2,90.0,11.0,0,57.0,4,2013,3,633,0.0,1.0,2
1963,1.0,80124.0,47,1,0,0,0,1495.0,19.0,1,60.0,2,2014,6,164,0.0,1.0,1
1970,2.0,38097.0,70,7,0,1,2,184.0,11.0,1,53.0,4,2012,10,783,0.0,1.0,2
1970,1.0,72940.0,13,1,0,0,0,981.0,13.0,0,53.0,2,2013,6,536,0.0,1.0,1
1970,1.0,22070.0,11,6,0,0,1,67.0,8.0,0,53.0,3,2013,4,606,0.0,1.0,2
1953,1.0,69267.0,31,7,0,1,0,1635.0,14.0,0,70.0,1,2012,9,806,1.0,0.0,3
1983,2.0,31788.0,15,5,1,0,1,60.0,10.0,0,40.0,2,2014,3,262,1.0,0.0,0
1975,2.0,61905.0,2,5,0,0,1,231.0,12.0,0,48.0,3,2014,4,249,0.0,1.0,2
1960,1.0,29315.0,55,6,0,0,2,48.0,10.0,0,63.0,4,2014,6,186,0.0,1.0,2
1963,1.0,33378.0,38,7,0,0,2,99.0,9.0,0,60.0,3,2013,6,553,1.0,0.0,0
1963,2.0,66313.0,86,4,0,0,1,770.0,23.0,0,60.0,3,2013,9,447,0.0,1.0,1
1956,1.0,60714.0,56,5,0,1,0,957.0,23.0,0,67.0,1,2013,1,689,1.0,0.0,3
1981,2.0,77882.0,29,1,0,0,0,818.0,12.0,0,42.0,2,2014,4,221,0.0,1.0,1
1986,2.0,69867.0,30,1,0,1,0,925.0,17.0,1,37.0,1,2013,2,671,1.0,0.0,3
1968,2.0,63841.0,64,6,0,0,1,908.0,22.0,0,55.0,2,2013,4,595,1.0,0.0,0
1981,0.0,24480.0,46,7,0,0,1,102.0,10.0,0,42.0,3,2013,11,400,0.0,1.0,2
1976,1.0,51369.0,84,8,0,0,1,576.0,16.0,0,47.0,3,2012,10,773,0.0,1.0,2
1946,1.0,37760.0,20,7,0,0,0,317.0,13.0,0,77.0,2,2012,8,828,0.0,1.0,2
1974,2.0,65640.0,74,2,0,0,1,461.0,15.0,0,49.0,3,2014,1,338,0.0,1.0,2
1975,2.0,44319.0,18,5,0,0,2,37.0,7.0,0,48.0,4,2014,4,234,0.0,1.0,2
1974,1.0,30631.0,75,7,0,0,1,70.0,7.0,0,49.0,3,2013,12,365,0.0,1.0,2
1952,1.0,75278.0,17,3,0,0,0,930.0,23.0,0,71.0,2,2013,1,677,0.0,1.0,1
1956,2.0,50898.0,88,5,0,0,2,859.0,33.0,0,67.0,4,2013,8,493,0.0,1.0,2
1966,1.0,79946.0,19,3,0,0,0,1478.0,22.0,0,57.0,1,2014,12,2,1.0,0.0,0
1949,2.0,35416.0,62,8,0,0,0,390.0,16.0,0,74.0,1,2013,6,542,1.0,0.0,0
1984,0.0,32414.0,11,7,0,0,0,52.0,5.0,1,39.0,2,2013,4,609,0.0,1.0,2
1969,1.0,38361.0,74,7,0,0,1,137.0,10.0,0,54.0,3,2013,12,345,0.0,1.0,2
1980,1.0,82497.0,32,4,0,0,0,1919.0,19.0,1,43.0,2,2012,10,767,0.0,1.0,1
1971,1.0,16626.0,76,9,0,0,2,68.0,9.0,0,52.0,4,2014,1,326,0.0,1.0,2
1965,1.0,29672.0,6,6,0,0,2,25.0,4.0,0,58.0,4,2013,12,369,0.0,1.0,2
1952,2.0,55951.0,62,8,0,0,1,1374.0,23.0,2,71.0,3,2012,8,836,0.0,1.0,1
1988,0.0,35388.0,20,7,0,0,1,32.0,5.0,0,35.0,2,2013,7,522,1.0,0.0,0
1986,2.0,42386.0,43,8,0,0,1,100.0,7.0,0,37.0,3,2013,1,693,0.0,1.0,2
1982,1.0,68627.0,45,1,0,0,0,825.0,12.0,0,41.0,1,2013,12,371,1.0,0.0,0
1965,2.0,57912.0,34,5,0,0,1,916.0,28.0,1,58.0,2,2014,3,265,1.0,0.0,0
1958,1.0,35246.0,53,5,0,0,2,62.0,11.0,0,65.0,3,2014,4,235,1.0,0.0,0
1956,0.0,58821.0,44,6,0,0,1,728.0,21.0,0,67.0,3,2013,12,362,0.0,1.0,1
1978,2.0,46377.0,89,4,0,0,1,90.0,7.0,0,45.0,3,2014,1,338,0.0,1.0,2
1988,1.0,39747.0,43,8,0,0,1,273.0,13.0,0,35.0,2,2014,4,238,1.0,0.0,0
1984,1.0,23976.0,68,7,0,0,1,66.0,10.0,0,39.0,3,2013,12,345,0.0,1.0,2
1961,2.0,80950.0,44,2,0,0,0,1213.0,23.0,1,62.0,2,2013,3,619,0.0,1.0,1
1966,1.0,27038.0,64,9,0,1,0,107.0,7.0,0,57.0,1,2012,9,810,1.0,0.0,0
1947,1.0,77457.0,85,1,0,0,0,1157.0,18.0,1,76.0,1,2014,5,218,1.0,0.0,0
1964,2.0,64100.0,93,7,0,0,1,546.0,18.0,1,59.0,3,2013,10,424,0.0,1.0,2
1992,2.0,42670.0,12,4,0,0,0,241.0,11.0,0,31.0,2,2013,4,589,0.0,1.0,2
1976,1.0,12571.0,86,6,0,0,1,53.0,11.0,0,47.0,2,2014,1,323,1.0,0.0,0
1967,1.0,22574.0,28,7,0,0,3,37.0,7.0,0,56.0,5,2013,10,405,0.0,1.0,2
1989,1.0,51381.5,69,3,0,0,0,1611.0,24.0,2,34.0,2,2013,3,641,0.0,1.0,3
1976,2.0,70893.0,42,3,0,0,0,1508.0,23.0,0,47.0,1,2013,6,553,1.0,0.0,0
1966,1.0,54198.0,13,4,0,0,2,235.0,16.0,0,57.0,4,2013,12,355,0.0,1.0,2
1956,2.0,28839.0,86,5,0,0,2,32.0,7.0,0,67.0,4,2014,11,34,0.0,1.0,2
1972,1.0,40321.0,59,7,0,0,2,102.0,8.0,0,51.0,4,2013,7,496,0.0,1.0,2
1985,1.0,66503.0,30,3,0,0,1,401.0,15.0,0,38.0,2,2012,8,845,1.0,0.0,0
1951,1.0,30833.0,33,5,0,0,2,28.0,6.0,0,72.0,4,2013,7,509,0.0,1.0,2
1970,1.0,51381.5,67,7,0,0,3,1052.0,21.0,2,53.0,4,2013,8,471,1.0,0.0,0
1971,1.0,64795.0,23,2,0,0,1,680.0,21.0,0,52.0,3,2013,1,689,0.0,1.0,1
1974,1.0,34421.0,81,7,0,0,1,30.0,4.0,0,49.0,3,2013,1,699,0.0,1.0,2
1965,2.0,47025.0,6,7,0,0,2,20.0,4.0,0,58.0,3,2014,9,96,1.0,0.0,0
1961,2.0,64325.0,41,7,0,0,1,1307.0,23.0,0,62.0,2,2013,7,523,1.0,0.0,0
1953,1.0,40464.0,78,8,0,0,1,630.0,24.0,0,70.0,2,2013,11,401,1.0,0.0,0
1957,1.0,62187.0,49,3,0,0,0,1283.0,18.0,0,66.0,2,2013,5,579,0.0,1.0,1
1976,2.0,14849.0,39,8,0,0,1,65.0,9.0,0,47.0,2,2013,2,668,1.0,0.0,0
1984,1.0,27255.0,3,7,0,0,1,37.0,5.0,0,39.0,3,2013,7,514,0.0,1.0,2
1950,2.0,54432.0,37,4,0,0,3,38.0,5.0,0,73.0,5,2013,9,458,0.0,1.0,2
1986,2.0,29999.0,22,8,0,0,1,160.0,12.0,0,37.0,2,2013,2,662,1.0,0.0,0
1983,1.0,24072.0,79,8,0,0,1,23.0,4.0,0,40.0,2,2013,4,600,1.0,0.0,0
1989,2.0,33996.0,46,4,0,0,0,71.0,6.0,0,34.0,1,2013,11,393,1.0,0.0,0
1956,2.0,66334.0,82,5,0,1,1,1161.0,19.0,0,67.0,3,2013,3,643,0.0,1.0,1
1971,2.0,35178.0,10,7,0,1,1,59.0,5.0,1,52.0,3,2013,10,432,0.0,1.0,2
1983,1.0,22010.0,51,8,0,0,1,33.0,7.0,0,40.0,3,2013,6,525,0.0,1.0,2
1960,1.0,62204.0,38,3,0,0,2,946.0,22.0,0,63.0,3,2012,12,728,1.0,0.0,0
1968,1.0,75693.0,10,4,0,1,0,1442.0,22.0,3,55.0,1,2012,6,908,1.0,0.0,3
1972,1.0,30675.0,14,8,0,0,1,62.0,5.0,0,51.0,3,2012,12,726,0.0,1.0,2
1965,1.0,83003.0,18,3,0,1,0,1674.0,22.0,1,58.0,2,2013,3,644,0.0,1.0,3
1899,2.0,83532.0,36,1,0,0,0,1853.0,15.0,1,91.0,2,2013,9,437,0.0,1.0,1
1988,1.0,68655.0,95,3,0,0,0,1538.0,21.0,0,35.0,1,2012,10,790,1.0,0.0,0
1986,1.0,41411.0,11,6,0,0,0,139.0,8.0,0,37.0,1,2013,7,513,1.0,0.0,0
1969,2.0,55212.0,65,8,0,0,1,1182.0,20.0,2,54.0,3,2012,11,744,0.0,1.0,1
1950,2.0,59292.0,71,3,0,0,1,507.0,18.0,0,73.0,3,2013,6,542,0.0,1.0,2
1973,0.0,27190.0,13,8,0,1,1,18.0,4.0,1,50.0,3,2013,8,479,0.0,1.0,2
1952,1.0,82623.0,58,1,0,0,0,940.0,16.0,0,71.0,1,2013,10,422,1.0,0.0,0
1965,1.0,44300.0,65,6,0,0,2,42.0,6.0,0,58.0,4,2013,6,532,0.0,1.0,2
1970,1.0,84835.0,0,1,0,1,0,1190.0,15.0,0,53.0,1,2014,6,174,1.0,0.0,3
1971,1.0,30372.0,33,7,0,0,2,44.0,8.0,0,52.0,3,2012,12,712,1.0,0.0,0
1976,2.0,33181.0,90,6,0,0,1,16.0,4.0,1,47.0,3,2014,3,281,0.0,1.0,2
1957,1.0,71113.0,95,4,0,0,1,835.0,26.0,0,66.0,3,2013,12,355,0.0,1.0,1
1986,1.0,71952.0,93,4,0,0,1,1443.0,22.0,2,37.0,3,2013,10,432,0.0,1.0,1
1966,2.0,69759.0,38,3,0,1,0,1029.0,18.0,0,57.0,1,2013,10,405,1.0,0.0,3
1974,1.0,72099.0,18,1,0,0,0,1188.0,18.0,0,49.0,2,2012,10,771,0.0,1.0,1
1976,2.0,60000.0,57,6,0,0,1,1277.0,24.0,0,47.0,2,2012,12,715,1.0,0.0,0
1978,1.0,38643.0,45,7,1,0,2,49.0,7.0,0,45.0,3,2013,11,373,1.0,0.0,0
1955,1.0,50737.0,61,6,0,0,1,99.0,7.0,1,68.0,3,2013,11,397,0.0,1.0,2
1969,2.0,68462.0,6,1,0,0,0,1670.0,15.0,0,54.0,2,2012,12,725,0.0,1.0,1
1943,2.0,65073.0,65,2,1,0,0,900.0,14.0,0,80.0,2,2013,8,474,0.0,1.0,1
1948,2.0,46681.0,52,5,0,0,2,425.0,16.0,0,75.0,4,2013,8,484,0.0,1.0,2
1957,1.0,78618.0,87,2,0,0,0,2153.0,22.0,1,66.0,2,2012,9,800,0.0,1.0,1
1969,2.0,62187.0,38,4,0,0,1,636.0,21.0,0,54.0,2,2014,3,260,1.0,0.0,0
1978,1.0,28442.0,53,4,0,0,2,57.0,10.0,0,45.0,4,2014,2,286,0.0,1.0,2
1978,2.0,37717.0,31,9,0,0,1,25.0,4.0,0,45.0,3,2012,11,744,0.0,1.0,2
1967,1.0,51479.0,67,7,0,0,2,494.0,22.0,0,56.0,4,2012,12,709,0.0,1.0,2
1969,1.0,54803.0,65,4,0,0,1,693.0,19.0,0,54.0,2,2012,8,838,1.0,0.0,0
1960,1.0,79530.0,64,2,0,0,0,1348.0,26.0,0,63.0,2,2013,5,569,0.0,1.0,1
1976,1.0,31615.0,82,7,0,0,1,51.0,7.0,0,47.0,2,2013,3,631,1.0,0.0,0
1962,1.0,72025.0,27,3,0,0,0,1932.0,16.0,0,61.0,2,2012,11,750,0.0,1.0,1
1975,2.0,52614.0,63,8,0,0,1,990.0,16.0,0,48.0,2,2012,1,1060,1.0,0.0,0
1984,0.0,35684.0,66,6,0,0,1,30.0,5.0,0,39.0,3,2014,4,229,0.0,1.0,2
1975,1.0,48178.0,69,8,0,0,2,254.0,16.0,0,48.0,4,2012,10,770,0.0,1.0,2
1970,2.0,29548.0,52,4,0,0,1,29.0,5.0,1,53.0,2,2013,8,465,1.0,0.0,0
1966,1.0,63810.0,45,8,0,0,1,1371.0,23.0,1,57.0,2,2012,11,756,1.0,0.0,0
1972,2.0,38578.0,2,8,0,1,2,73.0,9.0,0,51.0,3,2013,6,533,1.0,0.0,0
1975,2.0,46098.0,86,8,0,0,2,120.0,11.0,0,48.0,3,2012,8,841,1.0,0.0,0
1970,1.0,22585.0,23,9,0,1,0,81.0,5.0,1,53.0,1,2013,3,629,1.0,0.0,0
1989,1.0,30279.0,13,8,0,0,1,37.0,5.0,0,34.0,2,2012,12,707,1.0,0.0,0
1961,2.0,66426.0,14,6,0,0,1,1377.0,20.0,0,62.0,3,2013,2,665,0.0,1.0,1
1969,1.0,30822.0,92,7,0,0,1,51.0,5.0,0,54.0,2,2013,6,541,1.0,0.0,0
1969,2.0,33581.0,38,8,0,0,2,17.0,4.0,0,54.0,4,2013,8,493,0.0,1.0,2
1985,1.0,19986.0,74,7,0,0,1,22.0,4.0,0,38.0,3,2013,11,388,0.0,1.0,2
1954,1.0,27421.0,14,7,0,0,0,324.0,14.0,0,69.0,1,2012,12,725,1.0,0.0,0
1973,0.0,35688.0,94,8,0,0,3,211.0,16.0,0,50.0,5,2012,8,837,0.0,1.0,2
1981,2.0,36143.0,33,3,0,0,1,19.0,4.0,0,42.0,2,2014,3,252,1.0,0.0,0
1971,1.0,10245.0,32,5,0,0,1,41.0,8.0,0,52.0,2,2013,5,571,1.0,0.0,0
1968,2.0,43795.0,11,7,0,1,1,492.0,17.0,1,55.0,3,2013,10,417,0.0,1.0,2
1960,1.0,63381.0,78,2,0,0,1,1005.0,26.0,0,63.0,3,2012,5,941,0.0,1.0,1
1949,1.0,38823.0,56,6,0,0,1,114.0,7.0,0,74.0,3,2012,8,829,0.0,1.0,2
1968,2.0,83664.0,57,5,0,0,2,1173.0,19.0,0,55.0,3,2013,8,489,1.0,0.0,0
1979,1.0,90300.0,7,1,0,0,0,1738.0,19.0,1,44.0,2,2014,3,281,0.0,1.0,1
1979,2.0,62499.0,0,4,0,0,1,222.0,12.0,0,44.0,3,2013,9,451,0.0,1.0,2
1993,1.0,74293.0,66,2,0,0,0,1127.0,16.0,0,30.0,1,2014,4,246,1.0,0.0,0
1946,2.0,51012.0,86,6,0,0,0,209.0,10.0,0,77.0,2,2013,4,598,0.0,1.0,2
1968,2.0,70777.0,80,3,0,0,1,787.0,23.0,0,55.0,3,2014,2,285,0.0,1.0,2
1991,2.0,68682.0,56,2,0,0,0,1598.0,24.0,0,32.0,2,2013,6,545,0.0,1.0,1
1971,1.0,43824.0,18,8,0,0,2,186.0,12.0,0,52.0,4,2012,9,813,0.0,1.0,2
1984,1.0,15345.0,51,8,0,1,1,47.0,6.0,0,39.0,3,2012,8,828,0.0,1.0,2
1987,1.0,23442.0,71,7,0,0,1,27.0,5.0,0,36.0,2,2012,12,713,1.0,0.0,0
1980,0.0,14515.0,71,7,0,1,1,96.0,11.0,0,43.0,3,2012,9,817,0.0,1.0,2
1956,0.0,31395.0,80,6,0,0,2,64.0,10.0,0,67.0,3,2013,3,624,1.0,0.0,0
1965,1.0,75276.0,2,5,0,0,0,1040.0,23.0,0,58.0,2,2012,9,801,0.0,1.0,1
1974,1.0,42373.0,83,5,0,0,2,163.0,13.0,0,49.0,3,2013,8,479,1.0,0.0,0
1960,1.0,30507.0,29,7,0,0,0,343.0,11.0,0,63.0,2,2013,11,399,0.0,1.0,2
1955,2.0,55521.0,11,7,0,1,3,446.0,24.0,1,68.0,4,2013,10,411,1.0,0.0,0
1965,1.0,48006.0,55,6,0,0,2,41.0,5.0,0,58.0,4,2014,9,92,0.0,1.0,2
1972,2.0,27213.0,19,8,0,1,1,70.0,9.0,0,51.0,2,2012,8,829,1.0,0.0,0
1971,2.0,65808.0,1,6,0,0,2,272.0,14.0,0,52.0,3,2014,5,191,1.0,0.0,0
1974,2.0,30351.0,19,9,0,0,1,46.0,6.0,0,49.0,3,2013,6,549,0.0,1.0,2
1963,1.0,50437.0,28,7,0,0,2,490.0,19.0,0,60.0,4,2012,10,781,0.0,1.0,2
1982,0.0,23616.0,76,8,0,1,1,79.0,8.0,0,41.0,2,2012,11,750,1.0,0.0,0
1976,1.0,53858.0,50,4,0,0,1,915.0,17.0,0,47.0,3,2012,9,817,0.0,1.0,2
1955,2.0,66465.0,1,6,0,0,1,1485.0,35.0,1,68.0,3,2013,3,617,0.0,1.0,1
1987,1.0,46923.0,90,7,0,0,1,369.0,16.0,0,36.0,2,2012,8,837,1.0,0.0,0
1962,1.0,75072.0,83,3,0,0,1,1073.0,19.0,0,61.0,3,2013,1,683,0.0,1.0,1
1943,2.0,75865.0,73,1,0,0,0,1242.0,19.0,0,80.0,2,2014,3,251,0.0,1.0,1
1975,0.0,19789.0,24,5,0,0,1,78.0,9.0,1,48.0,3,2013,11,382,0.0,1.0,2
1994,1.0,80134.0,11,5,0,0,0,1378.0,21.0,4,29.0,2,2014,2,296,0.0,1.0,3
1981,1.0,91065.0,33,3,0,1,0,1474.0,26.0,2,42.0,1,2013,2,653,1.0,0.0,3
1971,2.0,49505.0,4,8,0,0,2,751.0,29.0,0,52.0,4,2013,5,583,0.0,1.0,2
1973,2.0,37401.0,14,7,0,0,1,48.0,7.0,0,50.0,3,2014,6,185,0.0,1.0,2
1983,1.0,30096.0,30,6,0,0,1,45.0,6.0,0,40.0,3,2014,5,199,0.0,1.0,2
1982,2.0,18492.0,75,8,0,0,1,10.0,4.0,0,41.0,3,2014,5,215,0.0,1.0,2
1974,2.0,82584.0,26,1,0,1,0,1435.0,16.0,2,49.0,2,2013,4,610,0.0,1.0,3
1941,2.0,93027.0,77,2,0,0,0,2119.0,22.0,1,82.0,2,2013,4,603,0.0,1.0,1
1953,1.0,48686.0,8,8,0,0,3,20.0,4.0,0,70.0,5,2013,4,604,0.0,1.0,2
1986,1.0,92910.0,42,1,0,0,0,1795.0,27.0,3,37.0,2,2014,4,227,0.0,1.0,3
1989,1.0,75433.0,28,6,0,0,1,1188.0,19.0,2,34.0,3,2014,5,217,0.0,1.0,1
1989,0.0,10404.0,52,5,0,0,1,43.0,7.0,0,34.0,3,2014,4,246,0.0,1.0,2
1968,1.0,61314.0,1,3,0,0,1,1008.0,24.0,0,55.0,3,2013,4,591,0.0,1.0,1
1961,2.0,84865.0,1,4,0,1,0,1688.0,16.0,4,62.0,1,2013,9,458,1.0,0.0,3
1989,1.0,42387.0,42,8,0,0,1,684.0,21.0,0,34.0,3,2012,10,769,0.0,1.0,2
1967,0.0,67309.0,76,7,0,0,2,1082.0,39.0,0,56.0,4,2013,1,683,0.0,1.0,1
1964,1.0,75236.0,27,4,0,0,1,1068.0,25.0,0,59.0,3,2013,11,377,0.0,1.0,1
1970,1.0,30015.0,28,5,0,0,1,57.0,7.0,0,53.0,2,2014,2,308,1.0,0.0,0
1956,2.0,50943.0,49,5,0,0,1,46.0,5.0,0,67.0,3,2013,6,534,0.0,1.0,2
1966,1.0,67272.0,12,5,0,0,1,733.0,23.0,0,57.0,2,2013,12,351,1.0,0.0,0
1949,2.0,51529.0,14,8,0,0,1,467.0,17.0,0,74.0,2,2013,7,516,1.0,0.0,0
1971,2.0,32011.0,89,7,0,0,1,122.0,10.0,0,52.0,3,2013,8,472,0.0,1.0,2
1986,0.0,7500.0,96,8,0,0,1,36.0,7.0,0,37.0,3,2013,7,523,0.0,1.0,2
1989,1.0,28691.0,56,8,0,0,1,34.0,5.0,0,34.0,3,2013,4,609,0.0,1.0,2
1948,2.0,56223.0,72,4,0,0,1,156.0,10.0,0,75.0,3,2013,12,352,0.0,1.0,2
1946,1.0,18100.0,14,5,0,0,0,14.0,4.0,0,77.0,2,2013,6,547,0.0,1.0,2
1989,1.0,30279.0,13,8,0,0,1,37.0,5.0,0,34.0,2,2012,12,707,1.0,0.0,0
1974,0.0,20130.0,99,8,0,0,0,34.0,5.0,0,49.0,2,2014,3,265,0.0,1.0,2
1959,1.0,23295.0,72,8,0,0,0,20.0,4.0,0,64.0,1,2013,7,512,1.0,0.0,0
1972,2.0,42618.0,92,8,0,0,1,192.0,11.0,0,51.0,2,2013,9,453,1.0,0.0,0
1964,1.0,81246.0,87,1,0,0,0,1379.0,17.0,2,59.0,1,2013,12,343,1.0,0.0,3
1976,1.0,24027.0,7,8,0,0,1,48.0,7.0,0,47.0,3,2013,9,457,0.0,1.0,2
1953,2.0,55707.0,91,3,0,0,1,428.0,16.0,0,70.0,3,2013,12,350,0.0,1.0,2
1955,1.0,57959.0,71,3,0,0,1,868.0,27.0,0,68.0,2,2013,2,670,1.0,0.0,0
1969,1.0,56796.0,24,7,0,0,1,1001.0,27.0,0,54.0,3,2013,2,659,0.0,1.0,1
1971,2.0,36230.0,17,5,0,0,1,59.0,7.0,0,52.0,2,2013,10,416,1.0,0.0,0
1980,0.0,70829.0,87,3,0,0,2,431.0,16.0,0,43.0,4,2013,1,694,0.0,1.0,2
1976,1.0,65991.0,21,7,0,0,1,971.0,27.0,0,47.0,3,2012,7,881,0.0,1.0,1
1972,1.0,38988.0,90,8,0,0,3,348.0,19.0,0,51.0,5,2012,8,839,0.0,1.0,2
1966,0.0,89572.0,44,4,0,1,0,2059.0,24.0,2,57.0,1,2012,9,813,1.0,0.0,3
1984,2.0,42207.0,71,6,0,1,1,265.0,14.0,1,39.0,3,2013,1,702,0.0,1.0,2
1952,1.0,50300.0,52,2,0,0,1,270.0,13.0,0,71.0,3,2014,5,196,0.0,1.0,2
1982,0.0,66664.0,78,3,0,0,0,1289.0,19.0,0,41.0,2,2012,9,803,0.0,1.0,1
1964,1.0,60597.0,2,7,0,1,1,893.0,16.0,1,59.0,3,2014,1,340,0.0,1.0,2
1949,1.0,70165.0,60,1,0,0,0,926.0,22.0,0,74.0,1,2013,9,441,1.0,0.0,0
1958,2.0,50520.0,25,6,0,0,1,135.0,9.0,0,65.0,2,2014,1,313,1.0,0.0,0
1963,1.0,80124.0,47,1,0,0,0,1495.0,19.0,1,60.0,2,2014,6,164,0.0,1.0,1
1975,1.0,33183.0,46,7,0,0,1,120.0,9.0,0,48.0,3,2014,2,286,0.0,1.0,2
1969,2.0,66582.0,83,1,0,0,0,1288.0,20.0,0,54.0,1,2014,3,279,1.0,0.0,0
1955,2.0,75261.0,17,2,0,1,0,1743.0,17.0,2,68.0,2,2013,4,593,0.0,1.0,3
1970,1.0,31880.0,13,8,0,0,1,15.0,4.0,0,53.0,2,2012,10,767,1.0,0.0,0
1951,1.0,53790.0,86,6,0,0,2,542.0,20.0,0,72.0,4,2014,6,187,0.0,1.0,2
1971,2.0,49269.0,92,7,0,0,1,890.0,25.0,0,52.0,3,2012,8,844,0.0,1.0,2
1975,1.0,61456.0,47,4,0,0,1,1388.0,33.0,0,48.0,3,2013,3,620,0.0,1.0,1
1980,1.0,37406.0,18,8,0,1,1,17.0,4.0,0,43.0,3,2013,10,423,0.0,1.0,2
1981,2.0,56937.0,81,6,0,1,1,906.0,30.0,1,42.0,3,2012,4,973,0.0,1.0,3
1978,1.0,38415.0,91,7,0,0,2,44.0,6.0,0,45.0,4,2013,2,674,0.0,1.0,2
1988,1.0,20518.0,58,5,0,0,1,25.0,5.0,0,35.0,2,2014,5,203,1.0,0.0,0
1956,1.0,62503.0,40,5,0,0,1,973.0,26.0,0,67.0,3,2013,2,657,0.0,1.0,1
1972,2.0,41644.0,67,3,0,0,2,31.0,6.0,0,51.0,3,2014,9,93,1.0,0.0,0
1977,2.0,55842.0,19,5,0,0,1,518.0,17.0,0,46.0,3,2014,5,198,0.0,1.0,2
1972,2.0,62010.0,93,5,0,0,1,530.0,19.0,0,51.0,3,2012,10,775,0.0,1.0,2
1977,1.0,41124.0,41,8,0,0,1,506.0,21.0,0,46.0,3,2012,10,767,0.0,1.0,2
1973,2.0,38961.0,60,7,0,0,1,70.0,6.0,0,50.0,3,2013,12,342,0.0,1.0,2
1972,2.0,37760.0,54,6,0,0,1,54.0,6.0,0,51.0,2,2013,11,394,1.0,0.0,0
1974,1.0,32233.0,26,9,0,1,1,296.0,12.0,1,49.0,2,2012,8,840,1.0,0.0,0
1975,1.0,43057.0,30,5,0,0,1,266.0,15.0,0,48.0,3,2013,10,403,0.0,1.0,1
1960,2.0,83151.0,93,3,0,0,0,747.0,19.0,0,63.0,2,2012,10,788,0.0,1.0,1
1964,2.0,78825.0,35,3,0,1,0,895.0,29.0,0,59.0,1,2012,9,814,1.0,0.0,3
1976,2.0,65104.0,4,7,0,0,1,1053.0,17.0,0,47.0,3,2013,11,388,0.0,1.0,2
1974,1.0,60093.0,92,6,0,0,1,735.0,21.0,0,49.0,3,2013,6,529,0.0,1.0,1
1969,1.0,14045.0,24,7,0,0,1,20.0,5.0,0,54.0,3,2014,1,315,0.0,1.0,2
1952,0.0,28457.0,96,8,0,0,0,205.0,10.0,0,71.0,1,2012,10,770,1.0,0.0,0
1958,2.0,78952.0,11,6,0,0,1,2092.0,21.0,0,65.0,3,2012,9,804,0.0,1.0,1
1976,1.0,46310.0,99,8,0,0,1,309.0,14.0,0,47.0,2,2012,3,1000,1.0,0.0,0
1955,1.0,76005.0,72,6,0,0,0,1722.0,22.0,1,68.0,2,2013,2,653,0.0,1.0,1
1964,2.0,58308.0,77,8,0,0,1,900.0,15.0,0,59.0,2,2013,12,371,1.0,0.0,0
1944,2.0,55614.0,85,7,0,0,0,682.0,20.0,1,79.0,1,2013,11,375,1.0,0.0,0
1962,2.0,59432.0,88,5,0,0,1,663.0,22.0,0,61.0,2,2013,4,603,1.0,0.0,0
1978,1.0,55563.0,22,3,0,0,1,43.0,6.0,0,45.0,2,2014,5,217,1.0,0.0,0
1971,2.0,78642.0,83,6,0,0,1,1816.0,18.0,0,52.0,3,2013,4,595,0.0,1.0,1
1949,2.0,67911.0,63,3,0,0,1,976.0,27.0,0,74.0,3,2014,5,199,0.0,1.0,2
